"Date","Price","Open","High","Low","Vol.","Change %"
"05/02/2003","8,582.68","8,453.48","8,593.25","8,409.29","216.79M","1.52%"
"05/01/2003","8,454.25","8,478.48","8,488.35","8,340.23","198.58M","-0.30%"
"04/30/2003","8,480.09","8,501.38","8,528.75","8,432.12","252.91M","-0.27%"
"04/29/2003","8,502.99","8,472.88","8,559.77","8,442.34","236.50M","0.37%"
"04/28/2003","8,471.61","8,306.84","8,501.66","8,305.03","214.87M","1.99%"
"04/25/2003","8,306.35","8,438.98","8,439.33","8,288.49","226.27M","-1.58%"
"04/24/2003","8,440.04","8,512.44","8,512.44","8,395.70","239.46M","-0.89%"
"04/23/2003","8,515.66","8,484.92","8,526.38","8,451.45","271.24M","0.36%"
"04/22/2003","8,484.99","8,326.38","8,487.51","8,263.98","250.98M","1.87%"
"04/21/2003","8,328.90","8,336.67","8,397.95","8,301.94","175.90M","-0.10%"
"04/17/2003","8,337.65","8,255.79","8,347.45","8,235.41","246.32M","0.97%"
"04/16/2003","8,257.61","8,405.72","8,446.47","8,233.73","303.52M","-1.72%"
"04/15/2003","8,402.36","8,347.66","8,402.43","8,307.54","255.82M","0.61%"
"04/14/2003","8,351.10","8,203.97","8,351.94","8,201.55","199.69M","1.80%"
"04/11/2003","8,203.41","8,223.22","8,337.65","8,179.74","214.36M","-0.22%"
"04/10/2003","8,221.33","8,198.99","8,225.04","8,145.87","206.28M","0.29%"
"04/09/2003","8,197.94","8,299.28","8,388.33","8,195.14","261.02M","-1.22%"
"04/08/2003","8,298.92","8,299.12","8,342.83","8,260.48","229.81M","-0.02%"
"04/07/2003","8,300.41","8,284.15","8,520.21","8,284.15","285.61M","0.28%"
"04/04/2003","8,277.15","8,240.59","8,305.86","8,215.10","246.91M","0.45%"
"04/03/2003","8,240.38","8,285.76","8,335.62","8,237.54","258.18M","-0.54%"
"04/02/2003","8,285.06","8,070.98","8,316.64","8,070.98","289.36M","2.67%"
"04/01/2003","8,069.86","7,992.83","8,100.53","7,979.69","263.59M","0.97%"
"03/31/2003","7,992.13","8,142.83","8,142.83","7,929.31","301.27M","-1.89%"
"03/28/2003","8,145.77","8,198.85","8,205.09","8,105.79","187.98M","-0.68%"
"03/27/2003","8,201.45","8,226.39","8,251.80","8,104.05","225.39M","-0.35%"
"03/26/2003","8,229.88","8,279.88","8,284.99","8,187.73","227.16M","-0.61%"
"03/25/2003","8,280.23","8,216.85","8,337.72","8,180.72","258.05M","0.80%"
"03/24/2003","8,214.68","8,514.82","8,514.82","8,185.20","259.46M","-3.61%"
"03/21/2003","8,521.97","8,290.38","8,522.18","8,290.38","360.49M","2.84%"
"03/20/2003","8,286.60","8,264.68","8,318.81","8,130.86","266.45M","0.26%"
